country_code,product_category,total_revenue,average_basket_size,number_of_unique_customers
JP,grocery,173675.14,59.68218,2503
JP,sports,166821.27,59.664257,2420
NG,books,170459.83,61.272404,2383
NG,electronics,174385.34,61.489895,2457
NG,fashion,170024.4,59.511517,2449
NG,grocery,172099.34,59.944042,2473
NG,sports,168852.39,59.686245,2441
US,books,171151.02,59.71773,2473
US,electronics,172737.16,59.853485,2472
US,fashion,173328.8,60.966866,2450
US,grocery,171374.08,59.237495,2517
US,sports,173757.52,60.648346,2482
BR,books,169645.66,59.903126,2439
BR,electronics,172105.03,59.613796,2445
BR,fashion,170233.31,60.43071,2420
BR,grocery,173139.95,60.11804,2448
BR,sports,168056.27,59.59442,2398
DE,books,178000.36,59.99338,2509
DE,electronics,173875.44,62.09837,2398
DE,fashion,174477.23,60.79346,2440
DE,grocery,170241.36,59.965256,2451
DE,sports,171686.9,60.838734,2426
FR,books,169490.52,60.424427,2428
FR,electronics,171584.05,60.18381,2454
FR,fashion,175115.02,60.50968,2474
FR,grocery,174843.34,60.562294,2479
FR,sports,169974.1,60.42449,2450
IN,books,169384.38,60.1507,2419
IN,electronics,174592.06,60.391582,2479
IN,fashion,173368.67,59.515507,2484
IN,grocery,173749.25,60.900543,2470
IN,sports,169737.42,59.977886,2451
JP,books,169652.56,60.785583,2392
JP,electronics,164260.62,57.59489,2432
JP,fashion,170390.84,58.89763,2466
JP,grocery,175438.81,60.371235,2468
JP,sports,171326.3,59.282455,2468
NG,books,172700.47,60.596657,2441
NG,electronics,170673.55,59.969624,2453
NG,fashion,164702.2,58.301666,2403
NG,grocery,175532.7,59.949696,2484
NG,sports,171034.62,59.61472,2418
US,books,169391.23,59.414673,2419
US,electronics,177555.55,59.783012,2540
US,fashion,171017.55,60.30238,2425
US,grocery,173073.8,60.220528,2459
US,sports,163302.89,59.774117,2352
BR,books,174350.06,60.496204,2473
BR,electronics,171887.86,59.807884,2470
BR,fashion,170321.31,60.69897,2418
BR,grocery,176247.83,60.070835,2507
BR,sports,164567.31,58.544044,2414
DE,books,168150.12,58.609314,2467
DE,electronics,172752.23,59.858707,2459
DE,fashion,165951.16,59.35306,2389
DE,grocery,174836.62,60.770466,2464
DE,sports,171180.19,60.000065,2440
FR,books,173087.62,60.26728,2484
FR,electronics,175424.81,60.304165,2481
FR,fashion,168679.12,59.331383,2435
FR,grocery,174449.17,60.974895,2456
FR,sports,176816.86,60.26478,2498
IN,books,173415.44,59.552006,2481
IN,electronics,171536.83,60.336555,2461
IN,fashion,167320.66,59.22855,2435
IN,grocery,166225.9,59.815006,2382
IN,sports,168508.4,59.627888,2418
JP,books,168660.38,59.78744,2412
JP,electronics,172561.77,60.54799,2461
JP,fashion,172779.12,60.30685,2454
JP,grocery,178366.23,61.063416,2507
JP,sports,172536.64,59.88776,2473
NG,books,178373.86,60.22075,2522
NG,electronics,166926.75,59.404537,2410
NG,fashion,170619.38,60.417625,2444
NG,grocery,167823.61,59.744965,2421
NG,sports,170669.3,60.65007,2418
US,books,171203.16,60.68882,2426
US,electronics,172146.39,61.088142,2451
US,fashion,171284.5,59.45314,2483
US,grocery,177561.72,61.10176,2472
US,sports,170182.05,60.241432,2422
BR,books,176591.8,62.8217,2426
BR,electronics,169321.16,59.641125,2433
BR,fashion,171970.14,59.77412,2459
BR,grocery,170940.1,58.561184,2474
BR,sports,170918.42,60.373867,2417
DE,books,174695.56,60.700333,2486
DE,electronics,171586.16,59.890457,2447
DE,fashion,169568.19,60.38753,2387
DE,grocery,171177.61,59.087887,2471
DE,sports,172870.69,59.899754,2485
FR,books,168680.61,59.352783,2440
FR,electronics,169437.7,59.264675,2440
FR,fashion,176092.44,59.49069,2506
FR,grocery,177652.0,60.590725,2502
FR,sports,165885.73,59.886547,2420
IN,books,166711.95,59.753387,2393
IN,electronics,175448.89,59.31335,2517
IN,fashion,175162.88,59.946228,2506
IN,grocery,164832.81,59.484955,2418
IN,sports,169215.02,59.186783,2459
JP,books,168653.02,59.72132,2427
JP,electronics,169861.56,61.366173,2379
JP,fashion,174195.95,59.697037,2490
JP,grocery,174003.12,59.4476,2494
JP,sports,171439.6,60.00686,2443
NG,books,169838.3,60.311893,2418
NG,electronics,178264.28,61.02851,2476
NG,fashion,175989.55,61.57787,2477
NG,grocery,170985.5,60.56872,2436
NG,sports,173882.69,60.50198,2437
US,books,176796.58,59.7084,2525
US,electronics,168698.08,58.37304,2460
US,fashion,163524.92,59.463608,2402
US,grocery,168447.42,60.57081,2405
US,sports,165720.52,60.087208,2357
BR,books,169307.34,60.466908,2413
BR,electronics,167148.02,60.255234,2386
BR,fashion,180457.3,59.400032,2558
BR,grocery,168257.62,58.260952,2485
BR,sports,170278.5,59.99947,2444
DE,books,173301.47,59.55377,2522
DE,electronics,168045.3,60.31777,2387
DE,fashion,176583.47,61.91566,2442
DE,grocery,165660.6,59.978493,2386
DE,sports,177807.64,61.803143,2466
FR,books,169187.03,60.5537,2409
FR,electronics,164652.3,59.54875,2386
FR,fashion,165798.98,58.0732,2434
FR,grocery,167233.97,60.351486,2406
FR,sports,170844.4,60.8637,2431
IN,books,162341.77,58.6283,2394
IN,electronics,168623.17,60.39512,2420
IN,fashion,171219.11,60.09797,2419
IN,grocery,176404.31,60.350433,2497
IN,sports,176275.1,61.33441,2438
JP,books,173176.19,59.551647,2497
JP,electronics,170535.75,59.565403,2462
JP,fashion,177422.28,60.65719,2486
JP,grocery,170267.08,59.09999,2486
JP,sports,167059.1,58.98979,2429
NG,books,171598.6,60.61413,2428
NG,electronics,173361.31,60.132263,2483
NG,fashion,177524.22,60.795967,2506
NG,grocery,176531.27,60.331944,2497
NG,sports,171734.19,59.85855,2485
US,books,171219.84,59.368877,2467
US,electronics,170535.56,58.563038,2477
US,fashion,171811.22,59.143276,2505
US,grocery,166610.22,58.624287,2433
US,sports,177139.2,61.18798,2494
BR,books,168823.53,59.781704,2431
BR,electronics,177163.98,61.70811,2472
BR,fashion,170355.3,59.419357,2458
BR,grocery,169960.6,60.355324,2399
BR,sports,177509.34,61.69946,2435
DE,books,168611.08,59.918648,2425
DE,electronics,170258.94,60.311348,2431
DE,fashion,166843.31,59.248337,2408
DE,grocery,175309.72,60.556034,2482
DE,sports,171430.78,58.749413,2492
FR,books,170627.84,61.35485,2399
FR,electronics,165699.0,58.94664,2395
FR,fashion,171859.7,60.899967,2424
FR,grocery,173408.84,59.12337,2471
FR,sports,165683.8,58.92027,2407
IN,books,175304.12,61.66167,2430
IN,electronics,168626.3,59.690723,2395
IN,fashion,175504.52,61.002613,2450
IN,grocery,163314.48,58.243397,2433
IN,sports,169029.8,58.589184,2479
JP,books,168392.73,59.25149,2437
JP,electronics,171929.06,59.73908,2439
JP,fashion,174797.34,61.57004,2436
JP,grocery,178680.53,61.805786,2502
JP,sports,168719.9,60.473083,2387
NG,books,172732.66,60.10183,2471
NG,electronics,169639.48,58.516552,2457
NG,fashion,173034.83,59.584995,2490
NG,grocery,173388.64,59.83045,2468
NG,sports,169255.02,60.730183,2390
US,books,180052.56,60.33933,2546
US,electronics,176529.3,60.600513,2485
US,fashion,176223.2,61.12494,2468
US,grocery,168415.58,60.53759,2365
US,sports,173343.8,59.32368,2491
BR,books,173643.72,60.355827,2429
BR,electronics,176495.2,61.841347,2434
BR,fashion,176314.69,60.903175,2472
BR,grocery,170779.23,59.98568,2428
BR,sports,172822.16,60.49078,2442
DE,books,167962.98,59.62477,2418
DE,electronics,170920.5,59.53344,2447
DE,fashion,174482.06,59.91829,2482
DE,grocery,170680.03,59.366966,2423
DE,sports,172826.23,60.875744,2423
FR,books,169369.7,59.932663,2449
FR,electronics,170784.48,60.050804,2451
FR,fashion,176084.02,61.89245,2424
FR,grocery,176255.25,60.423466,2522
FR,sports,177412.03,61.071266,2499
IN,books,167689.81,60.363503,2358
IN,electronics,174059.81,60.500458,2461
IN,fashion,167615.56,59.755993,2426
IN,grocery,172696.02,60.25681,2465
IN,sports,172096.64,59.40512,2464
JP,books,167199.98,59.417194,2417
JP,electronics,168734.89,59.10154,2425
JP,fashion,170326.66,60.636047,2401
JP,grocery,166101.66,59.25853,2435
JP,sports,175670.89,60.181873,2495
NG,books,176041.06,60.205563,2522
NG,electronics,172541.31,59.702877,2468
NG,fashion,167544.61,58.746357,2422
NG,grocery,167394.2,59.719658,2411
NG,sports,175441.17,60.832584,2472
US,books,169754.94,58.983646,2489
US,electronics,180294.06,61.30366,2490
US,fashion,162876.45,59.120308,2358
US,grocery,169489.7,59.658466,2460
US,sports,167698.81,59.29944,2434
BR,books,166559.7,58.585896,2430
BR,electronics,166814.69,58.758255,2418
BR,fashion,173006.77,60.89643,2462
BR,grocery,177996.31,60.874252,2514
BR,sports,167071.19,59.56192,2427
DE,books,166310.7,59.290802,2416
DE,electronics,172319.92,59.605644,2461
DE,fashion,168137.52,58.60492,2455
DE,grocery,168401.17,59.25446,2457
DE,sports,170757.81,60.59539,2445
FR,books,167500.53,59.33423,2393
FR,electronics,175265.47,60.457214,2508
FR,fashion,178548.5,60.48391,2504
FR,grocery,166665.22,59.908417,2380
FR,sports,166054.52,58.264744,2461
IN,books,174480.02,59.590168,2522
IN,electronics,168598.02,60.042027,2407
IN,fashion,167483.72,59.92262,2404
IN,grocery,165631.88,59.13312,2396
IN,sports,175997.31,59.619686,2512
JP,books,172748.31,60.31715,2477
JP,electronics,170614.58,59.948902,2425
JP,fashion,170686.02,60.634464,2424
JP,grocery,170847.03,58.91277,2518
JP,sports,174835.98,60.01922,2488
NG,books,168552.8,60.004555,2401
NG,electronics,168384.55,59.54192,2384
NG,fashion,173266.94,59.337994,2516
NG,grocery,174472.73,60.183765,2500
NG,sports,167677.44,59.06215,2422
US,books,174840.39,60.082607,2484
US,electronics,169283.23,59.62777,2454
US,fashion,176079.5,60.156986,2491
US,grocery,169742.55,60.839622,2393
US,sports,173567.31,61.24464,2439
BR,books,171417.52,59.89431,2449
BR,electronics,170159.16,59.76788,2452
BR,fashion,177166.58,60.631958,2477
BR,grocery,169491.0,59.827393,2434
BR,sports,170833.3,60.77314,2414
DE,books,172009.67,60.95311,2406
DE,electronics,175791.33,60.34718,2481
DE,fashion,165878.12,58.968407,2407
DE,grocery,175723.48,59.99436,2510
DE,sports,176471.33,59.598557,2537
FR,books,178716.94,60.377342,2531
FR,electronics,165949.95,59.098988,2428
FR,fashion,163561.83,59.412216,2403
FR,grocery,167135.25,59.926586,2408
FR,sports,170134.34,59.780163,2446
IN,books,165493.23,59.5728,2419
IN,electronics,163091.97,58.205555,2425
IN,fashion,173220.83,59.16012,2498
IN,grocery,170198.27,59.67681,2458
IN,sports,175021.02,61.75759,2454
JP,books,177462.16,62.049706,2444
JP,electronics,163005.12,58.07094,2411
JP,fashion,174297.05,61.221302,2412
JP,grocery,179098.3,60.52663,2511
JP,sports,170820.94,58.681187,2499
NG,books,166954.95,59.58421,2429
NG,electronics,166795.52,59.06357,2431
NG,fashion,166660.84,59.820835,2394
NG,grocery,168275.31,59.126953,2439
NG,sports,164222.52,58.546352,2402
US,books,170762.56,59.916687,2438
US,electronics,167401.55,59.215263,2470
US,fashion,172083.38,59.19621,2469
US,grocery,171859.34,59.549324,2500
US,sports,185001.81,61.258877,2574
BR,books,171383.34,59.9033,2478
BR,electronics,171551.7,59.815796,2457
BR,fashion,170438.3,61.110897,2418
BR,grocery,172268.23,58.834778,2473
BR,sports,169624.48,61.480423,2363
DE,books,172497.92,60.69596,2387
DE,electronics,160350.5,59.85461,2326
DE,fashion,174077.48,60.08888,2463
DE,grocery,173127.66,60.176453,2447
DE,sports,169790.25,60.187965,2428
FR,books,172153.75,60.34131,2435
FR,electronics,172290.73,58.782238,2509
FR,fashion,169988.62,60.62362,2420
FR,grocery,175225.75,61.13948,2458
FR,sports,167867.69,58.409077,2469
IN,books,177380.19,61.18668,2465
IN,electronics,168536.58,58.744015,2453
IN,fashion,167759.55,59.09107,2438
IN,grocery,166814.8,58.46996,2432
IN,sports,172151.7,59.321743,2481
JP,books,173732.73,59.173275,2512
JP,electronics,171489.34,59.814907,2422
JP,fashion,169922.19,61.10111,2386
JP,grocery,167714.25,59.388897,2415
JP,sports,175431.73,58.516254,2544
NG,books,166969.38,59.230003,2464
NG,electronics,171890.16,60.846073,2462
NG,fashion,172543.39,60.287697,2466
NG,grocery,170855.17,60.202667,2403
NG,sports,168777.38,59.91387,2411
US,books,175466.23,60.214905,2461
US,electronics,173015.1,60.792374,2457
US,fashion,174337.45,60.80832,2439
US,grocery,174230.06,59.708725,2502
US,sports,175734.44,61.08253,2466
BR,books,173210.98,59.076054,2519
BR,electronics,172361.58,59.620056,2477
BR,fashion,172306.73,59.518734,2453
BR,grocery,173577.62,60.69148,2457
BR,sports,170455.6,59.914093,2470
DE,books,170026.1,60.59376,2391
DE,electronics,173877.28,60.206814,2483
DE,fashion,169148.38,60.735504,2385
DE,grocery,171137.33,60.090355,2442
DE,sports,171484.64,59.750748,2478
FR,books,181951.95,61.615967,2538
FR,electronics,174767.48,60.683155,2451
FR,fashion,172291.75,60.73026,2428
FR,grocery,173437.48,60.033745,2464
FR,sports,175665.2,60.469948,2461
IN,books,173665.2,60.342323,2451
IN,electronics,168965.56,61.13081,2383
IN,fashion,169671.16,60.683533,2389
IN,grocery,175414.94,60.739243,2492
IN,sports,169848.78,58.913902,2475
JP,books,169437.81,60.25527,2409
JP,electronics,169246.03,61.05557,2414
JP,fashion,166340.58,59.49234,2418
JP,grocery,172784.2,60.456333,2452
JP,sports,171659.36,60.27365,2442
NG,books,172669.38,60.50083,2462
NG,electronics,172936.53,60.914593,2430
NG,fashion,170284.66,59.60261,2460
NG,grocery,171596.45,58.947598,2505
NG,sports,168780.2,59.492493,2434
US,books,165583.14,58.489277,2437
US,electronics,178740.88,61.04538,2524
US,fashion,175360.34,60.59445,2479
US,grocery,170389.3,59.224644,2449
US,sports,167441.0,59.950233,2419
BR,books,173998.38,60.186226,2501
BR,electronics,176654.06,59.16077,2526
BR,fashion,173447.27,59.60387,2482
BR,grocery,168994.02,58.59709,2456
BR,sports,172864.8,61.56154,2395
DE,books,170320.88,60.311924,2423
DE,electronics,173282.23,59.424633,2494
DE,fashion,171467.97,59.7866,2480
DE,grocery,171694.98,60.28616,2447
DE,sports,171790.12,59.91982,2478
FR,books,172350.23,59.84383,2458
FR,electronics,169576.86,60.84566,2407
FR,fashion,176274.19,61.16384,2445
FR,grocery,170623.1,59.909794,2448
FR,sports,175774.48,61.330944,2443
IN,books,169472.27,61.380756,2367
IN,electronics,177590.28,60.776962,2505
IN,fashion,170146.55,60.164974,2431
IN,grocery,170676.1,58.430706,2493
IN,sports,166944.52,59.453175,2421
JP,books,167997.47,58.454235,2449
JP,electronics,172383.33,60.252823,2477
JP,fashion,170361.67,59.94429,2447
JP,grocery,164677.66,58.500057,2408
JP,sports,177260.86,60.789047,2489
NG,books,167637.56,59.403812,2402
NG,electronics,171555.9,59.900806,2458
NG,fashion,174189.4,60.06531,2486
NG,grocery,166534.31,61.180862,2345
NG,sports,171796.33,60.512974,2437
US,books,176339.4,61.46372,2463
US,electronics,171593.19,61.502934,2365
US,fashion,167735.97,57.85994,2514
US,grocery,166851.05,60.104843,2378
US,sports,175397.52,60.357025,2462
BR,books,176219.66,59.85722,2510
BR,electronics,172988.22,60.19075,2465
BR,fashion,171889.02,60.080048,2459
BR,grocery,167302.62,58.909374,2454
BR,sports,171101.72,60.545547,2426
DE,books,172605.42,60.036667,2455
DE,electronics,171508.73,59.243088,2440
DE,fashion,177345.8,60.056145,2508
DE,grocery,164775.75,60.203053,2359
DE,sports,166222.44,60.334824,2377
FR,books,167969.8,59.882282,2413
FR,electronics,175455.12,60.501766,2461
FR,fashion,173881.19,60.1665,2470
FR,grocery,171325.48,59.426113,2460
FR,sports,173548.55,60.19721,2472
IN,books,168415.05,59.764034,2421
IN,electronics,171967.9,59.690353,2495
IN,fashion,164466.7,58.033417,2442
IN,grocery,166040.4,58.259792,2437
IN,sports,171769.84,59.621605,2445
JP,books,167932.12,60.29879,2381
JP,electronics,171152.31,60.3499,2428
JP,fashion,177633.55,60.337482,2519
JP,grocery,171919.34,60.259148,2443
JP,sports,163516.34,58.92481,2392
NG,books,165144.27,59.064472,2375
NG,electronics,176456.55,60.93113,2488
NG,fashion,171673.4,59.58813,2466
NG,grocery,166662.97,59.65031,2390
NG,sports,172363.95,61.317665,2432
US,books,179400.3,61.56496,2480
US,electronics,178557.56,60.262424,2559
US,fashion,170055.2,59.294003,2428
US,grocery,175713.14,60.258278,2477
US,sports,166689.4,59.895584,2382
BR,books,169919.52,59.433197,2434
BR,electronics,162224.52,58.969288,2387
BR,fashion,167495.27,59.458736,2389
BR,grocery,173422.02,61.085598,2432
BR,sports,173400.52,60.376225,2465
DE,books,170281.12,59.12539,2432
DE,electronics,167888.73,58.763996,2443
DE,fashion,170452.45,59.453243,2441
DE,grocery,167342.45,59.29924,2418
DE,sports,176295.1,59.7408,2497
FR,books,166389.88,59.15033,2417
FR,electronics,171838.83,59.17315,2498
FR,fashion,178387.53,60.94552,2496
FR,grocery,170650.02,59.814236,2438
FR,sports,172667.05,61.09945,2438
IN,books,168759.83,59.99283,2421
IN,electronics,174476.44,61.565434,2447
IN,fashion,168057.34,59.6371,2424
IN,grocery,168825.23,60.619473,2409
IN,sports,167795.62,58.999866,2441
JP,books,170161.62,60.383827,2418
JP,electronics,175911.2,60.181732,2476
JP,fashion,177155.38,61.067,2467
JP,grocery,170541.12,59.463432,2471
JP,sports,169114.53,59.380104,2459
NG,books,174159.34,59.76642,2486
NG,electronics,175549.2,59.914402,2511
NG,fashion,175509.17,60.583076,2476
NG,grocery,163015.81,58.723274,2386
NG,sports,173874.1,59.302216,2515
US,books,166978.19,59.380577,2395
US,electronics,171949.69,60.652447,2429
US,fashion,171274.62,58.595493,2467
US,grocery,169932.7,59.64644,2465
US,sports,170716.56,60.069164,2420
BR,books,174470.62,61.23925,2444
BR,electronics,174189.55,60.06536,2493
BR,fashion,172918.31,61.101875,2426
BR,grocery,170485.25,58.767754,2473
BR,sports,178633.22,60.553635,2531
DE,books,171766.81,59.932594,2456
DE,electronics,172746.84,60.76217,2470
DE,fashion,166272.4,59.171677,2400
DE,grocery,169913.06,59.891808,2456
DE,sports,167751.31,59.84706,2402
FR,books,171338.38,60.586414,2433
FR,electronics,176384.12,60.302265,2494
FR,fashion,175754.56,60.646847,2459
FR,grocery,174763.12,60.893074,2461
FR,sports,165034.94,58.920006,2422
IN,books,170415.08,60.23863,2458
IN,electronics,175584.27,60.9456,2445
IN,fashion,173872.98,60.58292,2468
IN,grocery,172891.69,61.135674,2428
IN,sports,172257.73,59.93658,2458
JP,books,171399.77,59.53448,2468
JP,electronics,172511.44,61.52334,2401
JP,fashion,167623.1,59.567554,2401
JP,grocery,169908.2,59.82683,2444
JP,sports,173718.62,61.01813,2450
NG,books,171255.78,59.921547,2428
NG,electronics,176788.98,62.33744,2435
NG,fashion,168776.14,59.4701,2437
NG,grocery,172791.03,59.68602,2479
NG,sports,168836.19,60.2341,2417
US,books,169449.3,59.83379,2436
US,electronics,175338.7,60.39914,2477
US,fashion,173014.58,60.13715,2498
US,grocery,176352.16,59.902225,2512
US,sports,171695.2,60.519985,2426
BR,books,175098.47,60.545807,2487
BR,electronics,174221.6,61.173313,2424
BR,fashion,171148.2,60.009888,2424
BR,grocery,163138.84,58.51465,2385
BR,sports,170059.3,59.837894,2461
DE,books,167026.06,58.874184,2466
DE,electronics,179541.47,62.362442,2489
DE,fashion,170872.42,59.002907,2462
DE,grocery,172084.52,60.700005,2418
DE,sports,178619.84,60.18189,2515
FR,books,166057.2,59.54005,2366
FR,electronics,168268.31,60.441204,2374
FR,fashion,176638.88,60.30689,2493
FR,grocery,173619.67,59.19525,2523
FR,sports,172446.67,60.892185,2390
IN,books,170376.98,59.28218,2463
IN,electronics,175852.73,60.954155,2450
IN,fashion,167451.17,59.485317,2423
IN,grocery,175447.77,61.174255,2455
IN,sports,173692.8,60.75299,2453
JP,books,170699.06,59.64328,2452
JP,electronics,167180.2,59.814026,2390
JP,fashion,171585.55,59.351624,2465
JP,grocery,176901.39,60.541203,2492
JP,sports,158438.23,57.218575,2386
NG,books,173823.17,60.271557,2478
NG,electronics,168244.98,58.99193,2418
NG,fashion,166596.92,59.62667,2403
NG,grocery,172284.52,60.620872,2441
NG,sports,177308.94,59.720085,2521
US,books,168066.56,59.725147,2417
US,electronics,172560.66,59.916893,2470
US,fashion,168363.97,60.957268,2372
US,grocery,170532.62,58.50176,2494
US,sports,172128.4,60.52335,2458
BR,books,169589.31,59.52591,2436
BR,electronics,169888.05,59.672653,2457
BR,fashion,173572.27,59.544518,2484
BR,grocery,168617.17,59.687496,2387
BR,sports,168121.56,59.82974,2382
DE,books,172904.66,60.88192,2433
DE,electronics,169074.98,60.340824,2394
DE,fashion,179034.86,60.834133,2516
DE,grocery,168861.64,58.591824,2456
DE,sports,173073.25,61.52622,2422
FR,books,175643.0,60.358418,2469
FR,electronics,174077.72,60.0268,2472
FR,fashion,170863.55,59.555088,2442
FR,grocery,179730.95,59.830544,2522
FR,sports,168586.98,60.971783,2394
IN,books,170699.2,59.02462,2443
IN,electronics,170425.88,58.747284,2453
IN,fashion,171703.48,61.147964,2413
IN,grocery,175012.14,60.14163,2481
IN,sports,169792.34,60.835667,2396
JP,books,163752.36,59.2447,2363
JP,electronics,178065.06,60.035423,2522
JP,fashion,168081.62,59.51899,2422
JP,grocery,160973.78,58.472134,2377
JP,sports,170517.9,59.310577,2451
NG,books,171532.12,60.783886,2423
NG,electronics,174531.6,60.204067,2464
NG,fashion,173161.16,60.588226,2454
NG,grocery,173377.39,60.242317,2476
NG,sports,162546.67,58.68111,2414
US,books,171218.55,59.866623,2431
US,electronics,172408.7,61.706764,2411
US,fashion,176760.44,60.389626,2521
US,grocery,172640.2,59.778465,2474
US,sports,173530.34,60.973415,2453
BR,books,170378.88,58.995457,2479
BR,electronics,168732.34,60.499226,2417
BR,fashion,169055.86,60.183643,2413
BR,grocery,172111.34,61.2278,2426
BR,sports,170159.17,58.898987,2449
DE,books,173794.16,60.513287,2464
DE,electronics,169407.45,60.244473,2401
DE,fashion,173070.16,59.25031,2525
DE,grocery,172344.5,60.071278,2492
DE,sports,168290.06,58.78102,2436
FR,books,170723.1,60.583073,2406
FR,electronics,175506.56,59.736748,2516
FR,fashion,167954.0,58.97261,2453
FR,grocery,172444.2,60.741177,2443
FR,sports,174490.98,60.377502,2493
IN,books,172822.16,59.986866,2448
IN,electronics,174234.66,59.93624,2508
IN,fashion,170131.34,60.696163,2400
IN,grocery,169053.56,60.225708,2424
IN,sports,172114.39,58.622066,2519
JP,books,176788.5,59.887703,2522
JP,electronics,164519.34,58.216328,2465
JP,fashion,162909.28,58.812016,2362
JP,grocery,166174.77,59.732124,2386
JP,sports,172783.9,59.478107,2477
NG,books,171292.53,59.127556,2474
NG,electronics,172563.77,60.7405,2430
NG,fashion,168580.86,59.40129,2425
NG,grocery,176377.78,60.217747,2518
NG,sports,169087.0,60.34511,2413
US,books,174860.7,60.1516,2494
US,electronics,165854.86,59.10722,2412
US,fashion,162703.28,59.641964,2365
US,grocery,171605.06,60.318123,2436
US,sports,177348.62,59.473045,2571
BR,books,173942.1,59.91805,2499
BR,electronics,165998.27,59.84076,2384
BR,fashion,175225.16,61.698997,2428
BR,grocery,173911.05,60.448746,2455
BR,sports,174281.81,60.138653,2487
DE,books,166142.97,58.418766,2446
DE,electronics,171206.66,60.992752,2386
DE,fashion,170498.19,59.971222,2425
DE,grocery,170644.88,59.12851,2496
DE,sports,166187.73,59.501514,2383
FR,books,170431.1,60.608498,2427
FR,electronics,172361.77,60.119205,2442
FR,fashion,168158.48,59.148254,2441
FR,grocery,176967.31,62.0285,2462
FR,sports,175624.66,60.581116,2479
IN,books,175773.27,59.705593,2508
IN,electronics,175980.38,60.391342,2527
IN,fashion,165727.64,60.133396,2349
IN,grocery,170765.0,60.857094,2400
IN,sports,166610.88,58.398483,2455
JP,books,174876.92,59.930405,2517
JP,electronics,174784.97,60.27068,2498
JP,fashion,172237.16,60.92577,2467
JP,grocery,166780.4,59.94982,2406
JP,sports,163903.44,59.256485,2376
NG,books,170757.47,59.70541,2440
NG,electronics,171476.98,58.604576,2502
NG,fashion,174242.06,60.06276,2504
NG,grocery,173533.28,60.42245,2463
NG,sports,174838.02,60.372242,2483
US,books,173379.05,59.39673,2473
US,electronics,174907.31,59.838287,2484
US,fashion,171138.95,59.58877,2454
US,grocery,167666.7,60.464012,2383
US,sports,171850.69,60.23508,2431
BR,books,169496.66,60.88242,2392
BR,electronics,166752.9,58.92329,2426
BR,fashion,173924.25,59.808887,2490
BR,grocery,178216.7,60.700512,2526
BR,sports,176558.67,60.8823,2459
DE,books,170679.47,60.2044,2427
DE,electronics,169223.22,59.564667,2435
DE,fashion,172510.39,59.630276,2467
DE,grocery,174268.77,59.80397,2483
DE,sports,174269.4,60.55226,2462
FR,books,175125.45,60.201256,2509
FR,electronics,171909.3,58.994267,2504
FR,fashion,167355.2,59.962452,2400
FR,grocery,169731.55,60.081963,2425
FR,sports,165124.55,58.888924,2434
IN,books,168364.88,60.25944,2390
IN,electronics,164488.06,58.787727,2378
IN,fashion,176115.81,60.39637,2463
IN,grocery,179005.72,60.803574,2508
IN,sports,167793.88,59.165684,2424
JP,books,171600.27,60.04208,2456
JP,electronics,171176.38,59.83096,2448
JP,fashion,173250.34,59.59764,2492
JP,grocery,174120.03,61.11619,2457
JP,sports,169699.78,59.31485,2477
NG,books,171258.73,60.622562,2410
NG,electronics,177896.03,61.258965,2507
NG,fashion,179144.31,60.624134,2492
NG,grocery,168737.81,58.978615,2467
NG,sports,167597.97,61.458733,2344
US,books,170066.83,61.04337,2370
US,electronics,168017.64,58.767975,2460
US,fashion,172469.95,60.622128,2469
US,grocery,172516.7,61.48136,2380
US,sports,169219.44,59.45869,2430
BR,books,172103.16,58.899094,2461
BR,electronics,167092.05,59.718388,2428
BR,fashion,163969.98,59.49564,2390
BR,grocery,174161.98,60.201168,2460
BR,sports,172155.23,60.87526,2398
DE,books,169675.45,59.24422,2447
DE,electronics,175698.48,60.006313,2511
DE,fashion,174695.98,61.125256,2429
DE,grocery,171416.34,60.635426,2420
DE,sports,172027.53,60.339367,2444
FR,books,172997.81,60.13132,2478
FR,electronics,177483.27,60.928,2513
FR,fashion,168526.94,59.88875,2408
FR,grocery,169860.38,60.686092,2419
FR,sports,172845.98,60.861263,2455
IN,books,170393.28,59.871147,2441
IN,electronics,173560.1,60.537178,2439
IN,fashion,168646.1,59.424274,2426
IN,grocery,173509.56,59.44144,2495
IN,sports,169854.94,60.040627,2425
JP,books,169715.81,59.843376,2444
JP,electronics,171429.44,59.277122,2487
JP,fashion,171990.9,60.432503,2421
JP,grocery,169182.61,61.076756,2395
JP,sports,169478.52,59.52881,2448
NG,books,170742.11,59.72092,2438
NG,electronics,172196.73,59.728317,2468
NG,fashion,170755.1,60.465683,2417
NG,grocery,178817.73,60.98831,2531
NG,sports,166178.12,58.88665,2410
US,books,174240.34,60.26992,2468
US,electronics,178849.16,60.60629,2518
US,fashion,171476.66,60.87208,2394
US,grocery,179203.98,60.562347,2520
US,sports,166691.9,59.4479,2419
BR,books,168938.02,60.29194,2423
BR,electronics,169549.88,58.546227,2467
BR,fashion,172626.86,59.608723,2482
BR,grocery,177006.52,59.538013,2522
BR,sports,167443.77,59.251156,2443
DE,books,172282.48,59.613316,2472
DE,electronics,167012.73,60.62168,2377
DE,fashion,171562.78,59.986988,2456
DE,grocery,169423.42,59.46768,2445
DE,sports,170008.2,60.13732,2409
FR,books,172419.45,59.537106,2501
FR,electronics,172707.88,60.493126,2470
FR,fashion,167436.39,59.522358,2406
